_RAJ2000,_DEJ2000,_V,RAJ2000,DEJ2000,2MASS,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Qflg,Rflg,Bflg,Cflg,Xflg,Aflg
52.449984,30.275549,VizieR,52.449984,30.275549,03294799+3016319,16.308,0.115,15.07,0.086,14.683,0.093,BAA,222,111,000,0,0
52.431772,30.288174,VizieR,52.431772,30.288174,03294362+3017174,16.444,0.133,15.583,0.128,15.175,0.14,BBB,222,111,000,0,0
52.35691,30.273832,VizieR,52.35691,30.273832,03292565+3016257,14.764,0.038,14.183,0.045,13.995,0.057,AAA,222,111,000,0,0
52.311248,30.270205,VizieR,52.311248,30.270205,03291469+3016127,15.598,0.062,14.689,0.052,14.419,0.075,AAA,222,111,000,0,0
52.344685,30.275875,VizieR,52.344685,30.275875,03292272+3016331,15.775,0.067,15.052,0.09,14.819,0.108,AAA,222,111,000,0,0
52.344579,30.290604,VizieR,52.344579,30.290604,03292269+3017261,15.265,0.049,14.434,0.056,14.1,0.06,AAA,222,111,000,0,0
52.333701,30.276247,VizieR,52.333701,30.276247,03292008+3016344,14.476,0.034,13.742,0.042,13.452,0.045,AAA,222,111,000,0,0
52.330097,30.279472,VizieR,52.330097,30.279472,03291922+3016460,16.962,0.197,16.117,0.187,15.815,0.253,CCD,222,111,000,0,0
52.39474,30.283384,VizieR,52.39474,30.283384,03293473+3017001,15.669,0.07,15.079,0.078,14.514,0.08,AAA,222,111,000,0,0
52.381194,30.299473,VizieR,52.381194,30.299473,03293148+3017581,15.906,0.081,15.072,0.085,14.862,0.096,AAA,222,111,000,0,0
52.375456,30.294575,VizieR,52.375456,30.294575,03293010+3017404,15.224,0.044,14.562,0.064,14.365,0.067,AAA,222,111,000,0,0
52.39535,30.295719,VizieR,52.39535,30.295719,03293488+3017445,14.538,0.038,13.967,0.048,13.717,0.048,AAA,222,111,000,0,0
52.407467,30.294729,VizieR,52.407467,30.294729,03293779+3017410,16.358,0.125,15.347,0.113,15.132,0.139,BBB,222,111,000,0,0
52.394592,30.312361,VizieR,52.394592,30.312361,03293470+3018444,16.834,0.181,15.62,0.132,16.213,,CBU,220,110,000,0,0
52.412027,30.301058,VizieR,52.412027,30.301058,03293888+3018038,16.758,0.161,16.12,0.214,15.919,0.296,CCD,222,111,000,0,0
52.399179,30.313919,VizieR,52.399179,30.313919,03293580+3018501,15.252,0.044,14.732,0.068,14.702,0.094,AAA,222,111,000,0,0
52.353598,30.288736,VizieR,52.353598,30.288736,03292486+3017194,16.409,0.114,15.359,0.12,15.266,0.15,BBB,222,111,000,0,0
52.36018,30.28466,VizieR,52.36018,30.28466,03292644+3017047,16.394,0.112,15.591,0.12,15.147,0.13,BBB,222,111,000,0,0
52.352901,30.306955,VizieR,52.352901,30.306955,03292469+3018250,15.332,0.048,14.427,0.047,14.029,0.058,AAA,222,111,000,0,0
52.348116,30.301876,VizieR,52.348116,30.301876,03292354+3018067,14.12,0.045,13.469,0.062,13.248,0.052,AAA,222,222,ccc,0,0
52.348624,30.300917,VizieR,52.348624,30.300917,03292366+3018033,15.063,0.043,14.255,0.054,13.87,0.054,AAA,222,222,ccc,0,0
52.351154,30.302132,VizieR,52.351154,30.302132,03292427+3018076,16.476,0.127,15.823,0.163,15.327,0.153,BCC,222,111,000,0,0
52.375377,30.302107,VizieR,52.375377,30.302107,03293009+3018075,16.165,0.093,15.316,0.097,14.92,0.107,AAA,222,111,000,0,0
52.381725,30.302305,VizieR,52.381725,30.302305,03293161+3018082,15.842,0.088,15.414,0.128,15.061,0.125,ABB,222,111,000,0,0
52.361903,30.314301,VizieR,52.361903,30.314301,03292685+3018514,16.679,0.16,16.049,0.171,15.381,,CCU,220,110,000,0,0
52.381995,30.311134,VizieR,52.381995,30.311134,03293167+3018400,15.41,0.054,15.16,0.077,14.846,0.108,AAA,222,111,000,0,0
52.365074,30.326782,VizieR,52.365074,30.326782,03292761+3019364,17.24,0.237,16.082,0.174,15.656,0.23,DCD,222,111,000,0,0
52.386761,30.338327,VizieR,52.386761,30.338327,03293282+3020179,16.586,0.141,15.447,0.112,15.326,0.165,BBC,222,111,000,0,0
52.376192,30.313433,VizieR,52.376192,30.313433,03293028+3018483,16.779,0.175,16.24,0.223,15.57,0.201,CDC,222,111,000,0,0
52.386095,30.326691,VizieR,52.386095,30.326691,03293266+3019360,13.799,0.028,13.162,0.033,13.015,0.033,AAA,222,111,000,0,0
52.385593,30.329941,VizieR,52.385593,30.329941,03293254+3019477,16.294,0.112,15.633,0.118,15.658,0.215,BBC,222,111,000,0,0
52.732985,30.338139,VizieR,52.732985,30.338139,03305591+3020173,16.349,0.128,15.791,0.187,15.569,0.18,BCC,222,111,000,0,0
52.737256,30.338142,VizieR,52.737256,30.338142,03305694+3020173,16.563,0.157,17.132,,15.784,,CUU,200,100,000,0,0
52.865243,30.384117,VizieR,52.865243,30.384117,03312765+3023028,15.072,0.04,14.365,0.048,14.052,0.048,AAA,222,111,000,0,0
52.747507,30.342812,VizieR,52.747507,30.342812,03305940+3020341,14.964,0.042,14.108,0.04,13.831,0.046,AAA,222,111,000,0,0
52.762022,30.340849,VizieR,52.762022,30.340849,03310288+3020270,13.447,0.023,12.897,0.026,12.684,0.024,AAA,222,111,000,0,0
52.754323,30.33934,VizieR,52.754323,30.33934,03310103+3020216,14.433,0.031,13.94,0.041,13.557,0.038,AAA,222,111,000,0,0
52.784946,30.354725,VizieR,52.784946,30.354725,03310838+3021170,15.769,0.074,15.27,0.109,15.063,0.117,ABB,222,111,000,0,0
52.760304,30.366436,VizieR,52.760304,30.366436,03310247+3021591,14.059,0.027,13.455,0.031,13.156,0.03,AAA,222,111,000,0,0
52.808641,30.362282,VizieR,52.808641,30.362282,03311407+3021442,16.28,0.112,15.47,0.13,15.271,0.135,BBB,222,111,000,0,0
52.808818,30.369249,VizieR,52.808818,30.369249,03311411+3022092,13.841,0.026,13.379,0.029,13.189,0.031,AAA,222,111,000,0,0
52.858321,30.382767,VizieR,52.858321,30.382767,03312599+3022579,13.311,0.023,12.39,0.022,12.074,0.021,AAA,222,111,000,0,0
52.830625,30.395258,VizieR,52.830625,30.395258,03311935+3023429,14.486,0.03,13.899,0.039,13.716,0.036,AAA,222,111,000,0,0
52.851552,30.386372,VizieR,52.851552,30.386372,03312437+3023109,15.919,0.082,14.797,0.072,14.403,0.061,AAA,222,111,000,0,0
52.839779,30.400843,VizieR,52.839779,30.400843,03312154+3024030,16.227,0.107,15.659,0.17,15.456,0.16,ACC,222,111,000,0,1
52.837808,30.403172,VizieR,52.837808,30.403172,03312107+3024114,16.813,0.182,15.499,0.132,15.112,0.136,CBB,222,111,000,0,0
52.786242,30.38236,VizieR,52.786242,30.38236,03310869+3022564,16.69,0.162,15.531,0.13,15.314,0.143,CBB,222,111,000,0,0
52.796266,30.387369,VizieR,52.796266,30.387369,03311110+3023145,15.289,0.054,14.523,0.059,14.175,0.053,AAA,222,111,000,0,0
52.78676,30.392256,VizieR,52.78676,30.392256,03310882+3023321,16.82,0.178,15.793,,15.302,0.141,CUB,202,101,000,0,0
52.787828,30.389265,VizieR,52.787828,30.389265,03310907+3023213,13.755,0.025,13.093,0.028,12.822,0.025,AAA,222,111,000,0,0
52.815665,30.38566,VizieR,52.815665,30.38566,03311575+3023083,14.28,0.031,13.529,0.031,13.357,0.033,AAA,222,111,000,0,0
52.805679,30.411104,VizieR,52.805679,30.411104,03311336+3024399,15.335,0.052,14.637,0.062,14.32,0.055,AAA,222,111,000,0,0
52.821424,30.397696,VizieR,52.821424,30.397696,03311714+3023517,16.544,0.142,15.752,0.177,15.732,0.198,BCC,222,111,000,0,0
52.868197,30.38941,VizieR,52.868197,30.38941,03312836+3023218,13.91,0.025,13.265,0.027,13.038,0.027,AAA,222,111,000,0,0
52.898423,30.402544,VizieR,52.898423,30.402544,03313562+3024091,16.323,0.118,15.689,0.165,15.306,0.14,BCB,222,111,000,0,0
52.971243,30.432949,VizieR,52.971243,30.432949,03315309+3025586,14.901,0.04,14.356,0.052,14.083,0.044,AAA,222,111,000,0,0
52.916163,30.428265,VizieR,52.916163,30.428265,03313987+3025417,13.562,0.023,12.684,0.022,12.446,0.023,AAA,222,111,000,0,0
52.936788,30.421833,VizieR,52.936788,30.421833,03314482+3025185,16.518,0.14,15.375,0.121,15.122,0.114,BBB,222,111,000,0,0
52.944904,30.431259,VizieR,52.944904,30.431259,03314677+3025525,14.391,0.031,13.819,0.036,13.564,0.034,AAA,222,111,000,0,0
52.937037,30.438768,VizieR,52.937037,30.438768,03314488+3026195,16.072,0.096,15.245,0.111,14.948,0.106,ABA,222,111,000,0,0
52.930563,30.445766,VizieR,52.930563,30.445766,03314333+3026447,11.945,0.021,11.224,0.018,11.007,0.017,AAA,222,111,000,0,0
52.956255,30.466438,VizieR,52.956255,30.466438,03314950+3027591,16.453,0.129,15.362,0.111,14.974,0.089,BBA,222,111,000,0,0
52.958345,30.448231,VizieR,52.958345,30.448231,03315000+3026536,17.115,0.226,16.41,0.257,15.715,0.181,DDC,222,111,000,0,0
52.872362,30.40571,VizieR,52.872362,30.40571,03312936+3024205,15.841,0.076,14.717,0.069,14.645,0.075,AAA,222,111,000,0,0
52.857434,30.417391,VizieR,52.857434,30.417391,03312578+3025026,16.208,0.113,15.475,0.132,15.441,0.155,BBB,222,111,000,0,0
52.861141,30.397762,VizieR,52.861141,30.397762,03312667+3023519,11.813,0.021,11.155,0.021,10.938,0.017,AAA,222,111,000,0,0
52.902277,30.42487,VizieR,52.902277,30.42487,03313654+3025295,15.328,0.051,14.552,0.063,14.258,0.053,AAA,222,111,000,0,0
52.904307,30.426195,VizieR,52.904307,30.426195,03313703+3025343,15.683,0.071,14.889,0.081,14.691,0.08,AAA,222,111,000,0,0
52.852412,30.418663,VizieR,52.852412,30.418663,03312457+3025071,15.923,0.08,15.071,0.09,14.969,0.099,AAA,222,111,000,0,0
52.82525,30.431147,VizieR,52.82525,30.431147,03311806+3025521,15.006,0.041,14.389,0.055,14.195,0.049,AAA,222,111,000,0,0
52.851199,30.436522,VizieR,52.851199,30.436522,03312428+3026114,15.62,0.058,14.949,0.094,14.606,0.082,AAA,222,111,000,0,0
52.861006,30.452093,VizieR,52.861006,30.452093,03312664+3027075,16.471,0.127,15.786,0.171,16.152,,BCU,220,110,000,0,0
52.846889,30.452625,VizieR,52.846889,30.452625,03312325+3027094,16.146,0.097,15.335,0.107,15.11,0.116,ABB,222,111,000,0,0
52.934152,30.458485,VizieR,52.934152,30.458485,03314419+3027305,17.052,0.222,16.008,0.215,15.575,0.177,DCC,222,111,000,0,0
52.952007,30.476574,VizieR,52.952007,30.476574,03314848+3028356,16.442,0.122,15.915,0.167,15.48,0.155,BCB,222,111,000,0,0
52.937847,30.477755,VizieR,52.937847,30.477755,03314508+3028399,16.362,0.117,15.655,0.166,15.188,0.124,BCB,222,111,000,0,0
52.938584,30.468863,VizieR,52.938584,30.468863,03314526+3028079,15.116,0.041,14.324,0.048,14.019,0.048,AAA,222,111,000,0,0
52.942487,30.472368,VizieR,52.942487,30.472368,03314619+3028205,16.784,0.163,15.856,0.204,15.208,0.123,CCB,222,111,000,0,0
52.889329,30.465111,VizieR,52.889329,30.465111,03313343+3027543,17.121,0.237,15.842,0.215,15.875,0.227,DCD,222,111,000,0,0
52.882428,30.473553,VizieR,52.882428,30.473553,03313178+3028247,17.206,0.243,16.734,0.399,15.764,0.215,DDC,222,111,000,0,0
52.900702,30.488064,VizieR,52.900702,30.488064,03313616+3029170,16.188,0.102,14.891,0.079,14.519,0.073,AAA,222,111,000,0,0
52.51257,30.281086,VizieR,52.51257,30.281086,03300301+3016519,15.955,0.079,15.137,0.092,14.645,0.084,AAA,222,111,000,0,0
52.572099,30.293968,VizieR,52.572099,30.293968,03301730+3017382,15.407,0.061,14.655,0.065,14.435,0.063,AAA,222,111,000,0,0
52.568386,30.296694,VizieR,52.568386,30.296694,03301641+3017480,16.015,0.095,15.558,0.153,15.096,0.117,ABB,222,111,000,0,0
52.595672,30.301245,VizieR,52.595672,30.301245,03302296+3018044,15.689,0.072,15.233,0.117,14.853,0.09,ABA,222,111,000,0,0
52.589141,30.301729,VizieR,52.589141,30.301729,03302139+3018062,15.386,0.058,14.906,0.084,14.739,0.084,AAA,222,111,000,0,0
52.563778,30.305204,VizieR,52.563778,30.305204,03301530+3018187,16.818,0.211,16.019,0.224,15.606,0.183,CDC,222,111,000,0,0
52.524595,30.300364,VizieR,52.524595,30.300364,03300590+3018013,14.267,0.031,13.414,0.036,13.143,0.035,AAA,222,111,000,0,0
52.549501,30.323908,VizieR,52.549501,30.323908,03301188+3019260,15.68,,15.053,0.105,14.609,0.069,UAA,622,21,0c0,0,0
52.609039,30.298391,VizieR,52.609039,30.298391,03302616+3017542,16.003,0.097,14.954,0.093,14.594,0.085,AAA,222,111,000,0,0
52.61237,30.30378,VizieR,52.61237,30.30378,03302696+3018136,13.906,0.027,13.064,0.026,12.74,0.027,AAA,222,111,000,0,0
52.615598,30.313057,VizieR,52.615598,30.313057,03302774+3018470,16.626,0.17,15.864,0.204,15.462,0.165,CCC,222,111,000,0,0
52.627574,30.319208,VizieR,52.627574,30.319208,03303061+3019091,15.33,0.054,14.448,0.067,13.948,0.047,AAA,222,111,000,0,0
52.679468,30.314066,VizieR,52.679468,30.314066,03304307+3018506,14.164,0.029,13.532,0.037,13.399,0.031,AAA,222,111,000,0,0
52.706785,30.352459,VizieR,52.706785,30.352459,03304962+3021088,11.76,0.022,10.704,0.022,10.372,0.02,AAA,222,111,000,0,0
52.672635,30.336323,VizieR,52.672635,30.336323,03304143+3020107,16.615,0.156,15.823,0.176,15.123,0.113,CCB,222,111,000,0,0
52.660865,30.336174,VizieR,52.660865,30.336174,03303860+3020102,16.007,0.097,14.91,0.087,14.304,0.056,AAA,222,111,000,0,0
52.596684,30.313303,VizieR,52.596684,30.313303,03302320+3018478,16.701,0.188,15.892,0.216,15.262,0.143,CCB,222,111,000,0,0
52.614343,30.329199,VizieR,52.614343,30.329199,03302744+3019451,15.957,0.096,14.739,0.078,14.166,0.057,AAA,222,111,000,0,0
52.599801,30.319466,VizieR,52.599801,30.319466,03302395+3019100,16.625,0.168,15.919,0.207,15.187,0.129,CCB,222,111,000,0,0
52.621482,30.325834,VizieR,52.621482,30.325834,03302915+3019330,16.162,0.111,14.902,0.088,14.443,0.065,BAA,222,111,000,0,0
52.5777,30.327085,VizieR,52.5777,30.327085,03301864+3019375,14.938,0.045,14.176,0.052,13.882,0.045,AAA,222,111,000,0,0
52.594005,30.37324,VizieR,52.594005,30.37324,03302256+3022236,17.235,,15.804,0.197,15.192,0.127,UCB,22,11,000,0,0
52.640103,30.355978,VizieR,52.640103,30.355978,03303362+3021215,14.962,0.043,13.871,0.043,13.424,0.034,AAA,222,111,000,0,0
52.654862,30.384077,VizieR,52.654862,30.384077,03303716+3023026,17.203,,15.699,0.169,15.017,0.108,UCB,22,11,000,0,0
52.671803,30.406731,VizieR,52.671803,30.406731,03304123+3024242,14.36,0.031,13.609,0.031,13.239,0.029,AAA,222,111,000,0,0
52.669086,30.387735,VizieR,52.669086,30.387735,03304058+3023158,18.262,,15.923,0.192,15.07,0.107,UCB,22,11,000,0,0
52.630959,30.376604,VizieR,52.630959,30.376604,03303143+3022357,17.049,,15.494,0.145,14.74,0.086,UBA,22,11,000,0,0
52.458147,30.280521,VizieR,52.458147,30.280521,03294995+3016498,12.681,0.025,11.941,0.03,11.648,0.026,AAA,222,111,000,0,0
52.473027,30.278664,VizieR,52.473027,30.278664,03295352+3016431,14.003,0.032,13.16,0.037,12.852,0.032,AAA,222,111,000,0,0
52.48166,30.300356,VizieR,52.48166,30.300356,03295559+3018012,16.964,0.205,15.907,0.167,15.438,0.172,CCC,222,111,000,0,0
52.510728,30.298395,VizieR,52.510728,30.298395,03300257+3017542,16.103,0.095,15.18,0.088,14.887,0.11,AAB,222,111,000,0,0
52.495323,30.320688,VizieR,52.495323,30.320688,03295887+3019144,15.303,0.054,14.245,0.05,13.674,0.045,AAA,222,111,000,0,0
52.500954,30.313778,VizieR,52.500954,30.313778,03300022+3018496,15.988,0.086,14.763,0.072,14.117,0.062,AAA,222,111,000,0,0
52.436851,30.295858,VizieR,52.436851,30.295858,03294484+3017450,17.041,0.214,16.182,0.221,15.178,0.138,DDB,222,111,000,0,0
52.464564,30.298744,VizieR,52.464564,30.298744,03295149+3017554,16.211,0.105,15.322,0.115,15.229,0.155,ABB,222,111,000,0,0
52.458868,30.303129,VizieR,52.458868,30.303129,03295012+3018112,15.516,0.062,14.441,0.061,13.994,0.058,AAA,222,111,000,0,0
52.50074,30.323507,VizieR,52.50074,30.323507,03300017+3019246,17.365,0.292,15.859,0.166,15.494,0.197,DCC,222,111,000,0,0
52.522623,30.331896,VizieR,52.522623,30.331896,03300542+3019548,16.112,0.102,14.407,0.058,13.751,0.048,AAA,222,111,000,0,0
52.528969,30.358587,VizieR,52.528969,30.358587,03300695+3021309,15.342,0.053,13.892,0.044,13.236,0.035,AAA,222,111,000,0,0
52.530586,30.352715,VizieR,52.530586,30.352715,03300734+3021097,17.065,0.221,16.239,0.237,15.46,0.18,DDC,222,111,000,0,0
52.498457,30.335886,VizieR,52.498457,30.335886,03295962+3020091,16.315,0.113,14.524,0.055,13.741,0.049,BAA,222,111,000,0,0
52.474316,30.347292,VizieR,52.474316,30.347292,03295383+3020502,8.728,0.023,8.48,0.024,8.448,0.024,AAA,112,111,000,0,0
52.488822,30.355787,VizieR,52.488822,30.355787,03295731+3021208,15.816,0.072,14.416,0.059,13.764,0.051,AAA,222,111,000,0,0
52.51581,30.35145,VizieR,52.51581,30.35145,03300379+3021052,18.733,,16.141,,15.189,0.146,UUB,2,1,000,0,0
52.514252,30.37303,VizieR,52.514252,30.37303,03300342+3022229,17.182,,16.185,0.212,15.098,0.129,UCB,22,11,000,0,0
52.506614,30.367182,VizieR,52.506614,30.367182,03300158+3022018,17.377,,15.533,0.124,14.936,0.121,UBB,22,11,000,0,0
52.512938,30.359806,VizieR,52.512938,30.359806,03300310+3021353,17.05,0.214,15.034,0.087,14.209,0.064,DAA,222,111,000,0,0
52.428882,30.315001,VizieR,52.428882,30.315001,03294293+3018540,16.974,0.206,16.2,0.224,15.849,0.246,CDD,222,111,000,0,0
52.441872,30.322727,VizieR,52.441872,30.322727,03294604+3019218,16.169,0.108,15.078,0.082,14.609,0.086,AAA,222,111,000,0,0
52.445393,30.346079,VizieR,52.445393,30.346079,03294689+3020458,14.378,0.035,13.94,0.04,13.852,0.047,AAA,222,111,000,0,0
52.409942,30.331127,VizieR,52.409942,30.331127,03293838+3019520,16.128,0.092,15.455,0.129,15.442,0.186,ABC,222,111,000,0,0
52.396175,30.34901,VizieR,52.396175,30.34901,03293508+3020564,17.009,0.214,16.268,0.297,16.026,0.293,CDD,222,111,000,0,0
52.434472,30.370897,VizieR,52.434472,30.370897,03294427+3022152,15.48,0.058,14.625,0.057,14.64,0.085,AAA,222,111,000,0,0
52.426883,30.355095,VizieR,52.426883,30.355095,03294245+3021183,13.936,0.028,13.109,0.037,12.89,0.035,AAA,222,111,000,0,0
52.426537,30.357805,VizieR,52.426537,30.357805,03294236+3021280,15.156,0.048,14.551,0.062,14.354,0.072,AAA,222,111,000,0,0
52.449471,30.366196,VizieR,52.449471,30.366196,03294787+3021583,11.904,0.022,11.235,0.03,11.043,0.026,AAA,222,111,000,0,0
52.495268,30.391375,VizieR,52.495268,30.391375,03295886+3023289,15.23,0.051,14.455,0.053,14.302,0.075,AAA,222,111,000,0,0
52.512573,30.387087,VizieR,52.512573,30.387087,03300301+3023135,13.619,0.027,12.54,0.032,12.181,0.028,AAA,222,111,000,0,0
52.434869,30.38287,VizieR,52.434869,30.38287,03294436+3022583,14.742,0.042,14.257,0.05,14.126,0.064,AAA,222,111,000,0,0
52.456775,30.381266,VizieR,52.456775,30.381266,03294962+3022525,15.965,0.089,15.22,0.101,15.168,0.14,AAB,222,111,000,0,0
52.453554,30.383959,VizieR,52.453554,30.383959,03294885+3023022,16.753,0.171,15.948,0.168,15.491,0.188,CCC,222,111,000,0,0
52.481485,30.407412,VizieR,52.481485,30.407412,03295555+3024266,15.011,0.046,13.882,0.045,13.45,0.039,AAA,222,111,000,0,0
52.471136,30.408186,VizieR,52.471136,30.408186,03295307+3024294,16.965,0.203,16.186,0.216,15.805,0.272,CCD,222,111,000,0,0
52.455282,30.412094,VizieR,52.455282,30.412094,03294926+3024435,15.482,0.065,14.771,0.068,14.257,0.065,AAA,222,111,000,0,0
52.563331,30.353172,VizieR,52.563331,30.353172,03301519+3021114,16.199,,15.901,0.209,15.218,0.132,UCB,22,11,000,0,0
52.577485,30.384014,VizieR,52.577485,30.384014,03301859+3023024,17.131,,16.099,0.242,15.383,0.161,UDC,22,11,000,0,0
52.587561,30.381992,VizieR,52.587561,30.381992,03302101+3022551,17.508,,15.648,0.165,14.006,0.05,UCA,22,11,00s,0,0
52.590864,30.381687,VizieR,52.590864,30.381687,03302180+3022540,14.481,0.034,13.693,0.029,13.181,0.027,AAA,222,111,00s,0,0
52.519769,30.384226,VizieR,52.519769,30.384226,03300474+3023032,12.975,0.026,11.006,0.028,10.161,0.026,AAA,222,111,000,0,0
52.535756,30.378992,VizieR,52.535756,30.378992,03300858+3022443,9.806,0.022,9.529,0.02,9.456,0.02,AAA,222,111,000,0,0
52.563161,30.397051,VizieR,52.563161,30.397051,03301515+3023493,18.23,,16.05,,14.259,0.067,UUA,2,1,000,0,0
52.603553,30.42425,VizieR,52.603553,30.42425,03302485+3025273,14.107,0.028,13.23,0.026,12.794,0.024,AAA,222,111,000,0,0
52.610375,30.40526,VizieR,52.610375,30.40526,03302649+3024189,14.921,0.043,13.331,0.027,12.654,0.024,AAA,222,111,000,0,0
52.619099,30.438747,VizieR,52.619099,30.438747,03302858+3026194,17.991,,15.948,,14.719,0.087,UUA,2,1,000,0,0
52.561787,30.43084,VizieR,52.561787,30.43084,03301482+3025510,16.859,0.211,15.383,0.139,14.642,0.082,CBA,222,111,000,0,0
52.588569,30.440205,VizieR,52.588569,30.440205,03302125+3026247,16.637,0.174,15.507,0.148,14.98,0.11,CBB,222,111,000,0,0
52.604815,30.434431,VizieR,52.604815,30.434431,03302515+3026039,14.463,0.032,13.511,0.032,13.055,0.026,AAA,222,111,000,0,0
52.597732,30.438364,VizieR,52.597732,30.438364,03302345+3026181,18.509,,16.093,,15.234,0.133,UUB,2,1,000,0,0
52.500122,30.414762,VizieR,52.500122,30.414762,03300002+3024531,16.809,0.165,16.167,0.222,15.54,0.19,CDC,222,111,000,0,0
52.510295,30.394642,VizieR,52.510295,30.394642,03300247+3023407,16.822,0.172,15.726,0.144,16.013,,CBU,220,110,000,0,0
52.544002,30.428484,VizieR,52.544002,30.428484,03301056+3025425,14.659,0.033,13.739,0.037,13.319,0.033,AAA,222,111,000,0,0
52.528163,30.431555,VizieR,52.528163,30.431555,03300675+3025535,16.831,0.179,15.245,0.102,14.887,0.113,CAB,222,111,000,0,0
52.549362,30.429144,VizieR,52.549362,30.429144,03301184+3025449,15.154,0.051,14.041,0.042,13.505,0.037,AAA,222,111,000,0,0
52.493526,30.424187,VizieR,52.493526,30.424187,03295844+3025270,16.236,0.103,15.144,0.092,14.48,0.079,AAA,222,111,000,0,0
52.489241,30.421497,VizieR,52.489241,30.421497,03295741+3025173,17.126,0.224,15.937,0.178,15.177,0.14,DCB,222,111,000,0,0
52.480553,30.427193,VizieR,52.480553,30.427193,03295533+3025378,14.891,0.038,13.902,0.045,13.413,0.038,AAA,222,111,000,0,0
52.517857,30.442146,VizieR,52.517857,30.442146,03300428+3026317,15.803,0.074,14.776,0.067,14.308,0.067,AAA,222,111,000,0,0
52.572269,30.45418,VizieR,52.572269,30.45418,03301734+3027150,17.074,0.272,15.66,0.165,15.276,0.137,DCB,222,111,000,0,0
52.59318,30.481653,VizieR,52.59318,30.481653,03302236+3028539,17.836,,15.311,0.134,14.041,0.048,UBA,22,11,000,0,0
52.527299,30.472549,VizieR,52.527299,30.472549,03300655+3028211,16.653,0.144,16.241,0.229,15.531,0.198,BDC,222,111,000,0,0
52.527946,30.47859,VizieR,52.527946,30.47859,03300670+3028429,16.473,0.129,15.234,0.102,14.861,0.102,BAA,222,111,000,0,0
52.551971,30.471344,VizieR,52.551971,30.471344,03301247+3028168,13.462,0.023,12.579,0.025,12.167,0.02,AAA,222,111,000,0,0
52.531927,30.465525,VizieR,52.531927,30.465525,03300766+3027558,15.976,0.1,14.82,0.085,14.506,0.073,AAA,222,111,000,0,0
52.53187,30.47695,VizieR,52.53187,30.47695,03300764+3028370,16.516,0.164,15.612,0.163,15.086,0.128,CCB,222,111,000,0,0
52.556088,30.51058,VizieR,52.556088,30.51058,03301346+3030380,15.916,0.095,15.364,0.135,15.073,0.115,ABB,222,111,000,0,0
52.728564,30.365051,VizieR,52.728564,30.365051,03305485+3021541,15.83,0.081,15.048,0.091,14.67,0.085,AAA,222,111,000,0,0
52.730923,30.350555,VizieR,52.730923,30.350555,03305542+3021019,16.917,0.202,15.717,0.164,15.733,0.206,CCC,222,111,000,0,0
52.723369,30.375416,VizieR,52.723369,30.375416,03305360+3022314,16.383,0.124,15.566,0.138,15.048,0.128,BBB,222,111,000,0,0
52.740141,30.382191,VizieR,52.740141,30.382191,03305763+3022558,16.057,0.098,15.613,0.143,15.176,0.12,ABB,222,111,000,0,0
52.730939,30.384302,VizieR,52.730939,30.384302,03305542+3023034,16.844,0.192,16.091,0.218,16.106,0.305,CDD,222,111,000,0,0
52.776464,30.389521,VizieR,52.776464,30.389521,03310635+3023222,17.247,0.291,16.021,0.216,15.613,0.192,DDC,222,111,000,0,0
52.775361,30.391199,VizieR,52.775361,30.391199,03310608+3023283,16.637,0.16,15.329,0.129,14.944,0.107,CBA,222,111,000,0,0
52.759558,30.386164,VizieR,52.759558,30.386164,03310229+3023101,14.029,0.027,13.497,0.032,13.336,0.028,AAA,222,111,000,0,0
52.70135,30.391022,VizieR,52.70135,30.391022,03304832+3023276,16.8,,15.971,0.201,15.306,0.139,UCB,22,11,000,0,0
52.72468,30.407608,VizieR,52.72468,30.407608,03305392+3024273,14.911,0.04,13.818,0.034,13.367,0.035,AAA,222,111,000,0,0
52.730618,30.402376,VizieR,52.730618,30.402376,03305534+3024085,14.307,0.029,13.544,0.032,13.3,0.034,AAA,222,111,000,0,0
52.735351,30.393942,VizieR,52.735351,30.393942,03305648+3023381,16.128,0.105,15.138,0.098,14.524,0.069,AAA,222,111,000,0,0
52.752198,30.410362,VizieR,52.752198,30.410362,03310052+3024373,13.938,0.026,13.284,0.026,13.026,0.028,AAA,222,111,000,0,0
52.77462,30.415451,VizieR,52.77462,30.415451,03310590+3024556,16.351,0.128,15.632,0.148,15.152,0.119,BBB,222,111,000,0,0
52.811959,30.440979,VizieR,52.811959,30.440979,03311487+3026275,16.366,0.115,15.751,0.168,15.151,0.118,BCB,222,111,000,0,0
52.748043,30.425285,VizieR,52.748043,30.425285,03305953+3025310,15.403,0.055,14.591,0.063,14.479,0.07,AAA,222,111,000,0,0
52.757811,30.417271,VizieR,52.757811,30.417271,03310187+3025021,16.851,0.198,15.647,0.169,15.626,0.198,CCC,222,111,000,0,0
52.764498,30.418568,VizieR,52.764498,30.418568,03310347+3025068,16.669,0.167,15.904,0.192,15.61,0.188,CCC,222,111,000,0,0
52.75484,30.41519,VizieR,52.75484,30.41519,03310116+3024546,16.302,0.117,15.401,0.115,14.63,0.077,BBA,222,111,000,0,0
52.776943,30.434238,VizieR,52.776943,30.434238,03310646+3026032,16.716,0.164,15.54,0.13,15.445,0.151,CBC,222,111,000,0,0
