_RAJ2000,_DEJ2000,_V,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g'mag,e_g'mag,r'mag,e_r'mag,i'mag,e_i'mag
51.34295011,31.69934499,VizieR,51.34295,31.699345,1.424,1.013,20151441,2,5,,,,,,,17.34,0.088,16.121,0.169,15.233,0.0
51.51510501,31.58073199,VizieR,51.515105,31.580732,0.515,0.819,20180022,4,17,1.616,0.142,14.951,0.086,16.567,0.112,15.706,0.063,14.336,0.077,13.621,0.048
51.51517892,31.58061004,VizieR,51.515179,31.58061,0.669,0.701,20180022,4,51,1.686,0.0,14.941,0.0,16.627,0.0,15.736,0.0,14.373,0.0,13.646,0.0
51.51697206,31.62103701,VizieR,51.516972,31.621037,0.755,1.015,20151441,5,10,,,,,,,17.117,0.143,15.73,0.028,14.944,0.079
51.53654599,31.679896,VizieR,51.536546,31.679896,0.601,0.559,20180025,7,75,1.186,0.101,14.845,0.057,16.031,0.083,15.407,0.079,14.412,0.017,13.881,0.045
51.4592061,31.67141199,VizieR,51.459206,31.671412,0.621,0.666,20180022,7,75,1.005,0.1,14.882,0.077,15.887,0.064,15.359,0.075,14.51,0.032,14.056,0.076
51.51033306,31.708413,VizieR,51.510333,31.708413,1.161,0.965,20151441,3,5,,,,,,,17.354,0.177,16.338,0.035,,
51.59267998,31.65211499,VizieR,51.59268,31.652115,0.853,1.363,20151441,3,6,,,,,,,17.149,0.0,16.117,0.156,15.564,0.0
51.62851191,31.69252801,VizieR,51.628512,31.692528,1.087,1.244,20121557,4,5,,,,,,,17.044,0.0,,,14.431,0.0
51.61011195,31.70257401,VizieR,51.610112,31.702574,0.821,0.495,20151441,2,5,,,,,,,17.085,0.241,15.865,0.01,15.137,0.0
51.62815404,31.69244206,VizieR,51.628154,31.692442,1.049,0.743,20151441,4,11,,,16.199,0.0,,,16.938,0.181,15.421,0.033,14.516,0.075
51.54985809,31.75820696,VizieR,51.549858,31.758207,0.815,1.166,20121557,2,4,,,,,,,17.174,0.069,16.08,0.0,15.577,0.008
51.57578897,31.76559603,VizieR,51.575789,31.765596,1.155,0.937,20151441,2,5,,,,,,,17.342,0.08,16.047,0.023,15.598,0.0
51.58024812,31.81417704,VizieR,51.580248,31.814177,1.023,1.104,20151441,2,6,1.295,0.0,16.265,0.0,17.56,0.0,,,15.721,0.0,15.315,0.0
51.5803349,31.81342697,VizieR,51.580335,31.813427,1.622,1.238,20151441,3,8,,,,,,,16.935,0.011,15.801,0.0,15.243,0.0
51.39847994,31.67157602,VizieR,51.39848,31.671576,0.925,0.654,20151441,6,35,1.398,0.15,15.65,0.083,17.048,0.125,16.307,0.066,15.195,0.034,14.689,0.027
51.35678697,31.72567403,VizieR,51.356787,31.725674,0.935,1.354,20151441,3,5,1.317,0.0,14.624,0.0,15.941,0.0,,,,,,
51.3570559,31.72507203,VizieR,51.357056,31.725072,1.243,1.536,20151441,3,5,,,,,,,,,14.22,0.0,,
51.35739899,31.73750401,VizieR,51.357399,31.737504,1.49,0.537,20151441,3,5,1.457,0.0,14.348,0.0,15.805,0.0,,,,,13.556,0.0
51.34974408,31.731112,VizieR,51.349744,31.731112,0.3,0.338,20180026,5,58,1.108,0.254,7.676,0.224,8.784,0.12,8.642,0.181,7.564,0.243,6.528,0.195
51.34210801,31.73614299,VizieR,51.342108,31.736143,0.632,1.7,20180087,2,2,,,,,,,,,,,,
51.34255195,31.73673105,VizieR,51.342552,31.736731,1.484,0.79,20180087,2,10,,,,,,,,,,,,
51.38703203,31.75746799,VizieR,51.387032,31.757468,0.49,0.446,20180026,7,89,1.503,0.089,14.152,0.066,15.655,0.059,14.862,0.045,13.605,0.042,13.001,0.053
51.40693092,31.767102,VizieR,51.406931,31.767102,0.856,0.95,20151441,6,23,1.339,0.063,15.767,0.011,17.106,0.062,16.344,0.068,15.188,0.042,14.58,0.039
51.40707588,31.76712894,VizieR,51.407076,31.767129,1.095,0.982,20180083,2,17,,,,,,,,,,,,
51.42679095,31.78474903,VizieR,51.426791,31.784749,1.079,1.051,20121557,2,4,,,,,,,17.679,0.056,16.254,0.089,,
51.38841009,31.77583396,VizieR,51.38841,31.775834,1.033,1.047,20151441,6,18,1.458,0.17,16.144,0.041,17.602,0.165,16.803,0.045,15.741,0.105,15.041,0.096
51.42584991,31.81313503,VizieR,51.42585,31.813135,0.494,0.466,20180026,7,94,1.251,0.071,13.888,0.064,15.139,0.031,14.499,0.048,13.42,0.036,12.887,0.047
51.51996994,31.79011798,VizieR,51.51997,31.790118,0.581,1.176,20151441,4,19,1.223,0.289,16.035,0.136,17.258,0.255,16.507,0.04,15.469,0.023,14.956,0.102
51.42785501,31.81958699,VizieR,51.427855,31.819587,0.266,0.28,20180025,7,93,1.607,0.075,13.13,0.057,14.736,0.049,13.902,0.044,12.522,0.041,11.825,0.046
51.46362996,31.85037398,VizieR,51.46363,31.850374,0.598,0.691,20151441,6,51,1.436,0.127,15.113,0.057,16.55,0.114,15.783,0.052,14.558,0.053,13.899,0.068
51.4738729,31.85480905,VizieR,51.473873,31.854809,0.673,0.693,20151441,6,19,1.519,0.0,15.879,0.0,17.397,0.0,16.658,0.091,15.421,0.057,14.766,0.06
51.51058888,31.83953297,VizieR,51.510589,31.839533,0.926,0.795,20151441,6,36,1.054,0.2,15.801,0.02,16.855,0.199,16.342,0.087,15.315,0.059,14.763,0.016
51.38090611,31.80111098,VizieR,51.380906,31.801111,1.292,1.426,20151441,2,4,,,,,,,,,15.328,0.0,14.934,0.0
51.38143396,31.80063295,VizieR,51.381434,31.800633,0.583,0.195,20151441,2,3,,,15.806,0.0,,,16.295,0.0,,,14.872,0.062
51.36898303,31.82397604,VizieR,51.368983,31.823976,1.014,0.804,20151441,2,5,,,,,,,17.479,0.037,16.214,0.017,15.637,0.0
51.42189693,31.86336696,VizieR,51.421897,31.863367,0.729,1.152,20121557,3,15,,,,,,,16.297,0.0,,,,
51.42190599,31.863186,VizieR,51.421906,31.863186,0.519,1.132,20151441,5,18,1.506,0.113,15.578,0.112,17.083,0.017,16.195,0.071,14.974,0.05,14.017,0.054
51.47047496,31.89685595,VizieR,51.470475,31.896856,1.093,1.023,20121557,3,12,,,,,,,,,15.475,0.0,14.999,0.0
51.47025895,31.89639795,VizieR,51.470259,31.896398,0.845,1.315,20151441,4,9,1.164,0.0,15.993,0.0,17.156,0.0,16.644,0.125,15.481,0.029,14.969,0.0
52.06997204,31.51574099,VizieR,52.069972,31.515741,0.762,0.523,20151441,6,47,1.657,0.063,15.238,0.038,16.895,0.051,16.06,0.056,14.559,0.047,13.613,0.034
52.149611,31.57575595,VizieR,52.149611,31.575756,0.888,0.665,20121557,3,8,,,,,,,17.161,0.09,15.852,0.081,15.118,0.039
52.15681791,31.57919395,VizieR,52.156818,31.579194,0.676,1.101,20151441,4,11,,,,,,,16.861,0.125,15.632,0.015,14.942,0.0
52.07667994,31.55314803,VizieR,52.07668,31.553148,0.937,0.87,20151441,3,15,1.336,0.0,16.323,0.0,17.659,0.0,17.028,0.126,15.481,0.178,14.836,0.115
52.07347608,31.57500196,VizieR,52.073476,31.575002,1.011,0.721,20151441,5,16,1.273,0.109,15.845,0.031,17.118,0.105,16.389,0.041,15.244,0.043,14.58,0.108
52.0738101,31.57495105,VizieR,52.07381,31.574951,0.925,0.917,20180087,2,15,,,,,,,,,,,,
52.12043595,31.63000202,VizieR,52.120436,31.630002,0.84,1.027,20151441,5,12,,,,,,,16.95,0.078,15.539,0.006,14.598,0.073
51.95704007,31.57245696,VizieR,51.95704,31.572457,1.178,1.201,20121557,2,6,,,,,,,17.607,0.027,16.026,0.102,15.115,0.086
51.86543989,31.57080495,VizieR,51.86544,31.570805,1.117,1.014,20151441,2,4,,,,,,,17.587,0.103,16.518,0.267,16.087,0.0
51.95141101,31.59324598,VizieR,51.951411,31.593246,0.563,0.613,20151441,6,48,1.485,0.124,15.142,0.066,16.626,0.105,15.86,0.046,14.586,0.058,13.83,0.04
51.95146704,31.59329903,VizieR,51.951467,31.593299,0.915,0.488,20180087,2,21,,,,,,,,,,,,
51.95960999,31.62258804,VizieR,51.95961,31.622588,1.234,0.427,20151441,2,3,,,,,,,17.434,0.079,16.259,0.0,15.282,0.0
51.92066312,31.61272895,VizieR,51.920663,31.612729,1.01,1.5,20151441,2,3,,,,,,,,,16.132,0.0,14.936,0.056
51.9423089,31.64178598,VizieR,51.942309,31.641786,0.493,0.551,20151441,6,47,1.567,0.089,15.275,0.015,16.842,0.088,16.087,0.042,14.559,0.033,13.728,0.076
52.07396197,31.666677,VizieR,52.073962,31.666677,0.526,0.604,20180027,7,83,1.04,0.081,14.023,0.063,15.062,0.051,14.518,0.058,13.618,0.049,13.25,0.048
51.98465395,31.64753103,VizieR,51.984654,31.647531,0.509,1.085,20151441,3,7,,,,,,,17.229,0.0,15.725,0.014,14.778,0.048
51.95393991,31.65761197,VizieR,51.95394,31.657612,0.731,0.777,20151441,6,17,1.665,0.0,15.908,0.0,17.573,0.0,16.713,0.04,15.277,0.065,14.368,0.054
51.95411205,31.65788996,VizieR,51.954112,31.65789,0.577,1.422,20180086,2,6,,,,,,,,,,,,
52.03991604,31.67861402,VizieR,52.039916,31.678614,0.629,0.827,20151441,2,4,,,,,,,17.59,0.0,16.226,0.0,15.371,0.006
52.04037309,31.699983,VizieR,52.040373,31.699983,0.651,0.985,20151441,4,10,,,,,,,16.811,0.067,15.383,0.076,14.629,0.084
52.04024196,31.69974995,VizieR,52.040242,31.69975,1.413,0.598,20180085,2,4,,,,,,,,,,,,
52.20785189,31.60854602,VizieR,52.207852,31.608546,1.165,1.01,20151441,3,8,1.104,0.0,16.546,0.0,17.649,0.0,17.157,0.0,15.848,0.0,14.816,0.059
52.23084903,31.65985894,VizieR,52.230849,31.659859,0.686,0.902,20151441,2,4,,,,,,,17.009,0.0,15.835,0.0,15.314,0.006
52.28520393,31.71854103,VizieR,52.285204,31.718541,0.377,0.47,20180027,7,75,1.174,0.089,13.749,0.073,14.923,0.05,14.324,0.044,13.275,0.043,12.715,0.054
52.25617504,31.78173697,VizieR,52.256175,31.781737,0.521,0.312,20121557,2,4,1.276,0.0,15.891,0.0,17.166,0.0,16.66,0.0,,,,
52.25633311,31.78196204,VizieR,52.256333,31.781962,1.02,1.247,20151441,5,14,1.151,0.063,16.102,0.063,17.253,0.0,16.654,0.074,15.652,0.04,15.107,0.075
52.15857196,31.69711697,VizieR,52.158572,31.697117,0.581,0.637,20151441,6,52,1.515,0.094,15.084,0.055,16.599,0.076,15.862,0.063,14.419,0.032,13.561,0.052
52.09721303,31.67546797,VizieR,52.097213,31.675468,0.356,0.473,20180027,7,93,1.096,0.065,13.273,0.049,14.369,0.043,13.811,0.047,12.856,0.049,12.487,0.06
52.19345903,31.72820103,VizieR,52.193459,31.728201,0.337,0.34,20180027,7,71,1.06,0.071,13.903,0.047,14.964,0.053,14.412,0.057,13.496,0.053,13.149,0.067
52.09000993,31.72577596,VizieR,52.09001,31.725776,0.898,0.62,20151441,6,21,,,,,,,16.843,0.046,15.416,0.058,14.567,0.07
52.14255095,31.79621601,VizieR,52.142551,31.796216,1.408,0.779,20151441,3,6,,,,,,,17.331,0.079,16.289,0.014,15.376,0.0
52.1680181,31.82722795,VizieR,52.168018,31.827228,0.71,0.649,20151441,6,52,1.121,0.106,15.06,0.087,16.181,0.061,15.606,0.061,14.573,0.034,13.99,0.051
52.16800594,31.82720494,VizieR,52.168006,31.827205,0.652,0.708,20180087,2,34,,,,,,,,,,,,
51.8494401,31.575297,VizieR,51.84944,31.575297,0.472,0.346,20180025,7,72,1.659,0.083,14.056,0.065,15.714,0.051,14.867,0.047,13.401,0.042,12.602,0.054
51.87900996,31.59172595,VizieR,51.87901,31.591726,0.478,0.655,20180026,7,71,1.299,0.079,14.463,0.073,15.761,0.03,15.094,0.034,13.944,0.039,13.272,0.064
51.90928888,31.64231503,VizieR,51.909289,31.642315,0.374,0.774,20151441,3,5,,,,,,,16.958,0.0,15.557,0.0,14.895,0.109
51.909585,31.65806305,VizieR,51.909585,31.658063,0.934,0.693,20151441,3,6,,,,,,,16.86,0.0,15.732,0.0,15.07,0.068
51.92226791,31.64596295,VizieR,51.922268,31.645963,0.212,0.16,20180027,7,95,1.294,0.065,10.688,0.052,11.982,0.039,11.352,0.038,10.175,0.05,9.545,0.038
51.89878201,31.65563405,VizieR,51.898782,31.655634,0.918,0.601,20121557,2,6,,,,,,,17.264,0.011,16.061,0.0,15.271,0.117
51.83018398,31.66400301,VizieR,51.830184,31.664003,0.475,0.435,20151441,6,68,1.771,0.092,14.314,0.041,16.085,0.083,15.173,0.043,13.646,0.043,12.901,0.042
51.83640194,31.67179596,VizieR,51.836402,31.671796,0.778,1.055,20151441,5,17,1.783,0.0,15.743,0.0,17.526,0.0,16.601,0.025,15.276,0.041,14.585,0.051
51.83658504,31.67166698,VizieR,51.836585,31.671667,0.805,0.707,20180087,2,15,,,,,,,,,,,,
51.8753109,31.69797599,VizieR,51.875311,31.697976,1.093,1.097,20151441,2,6,1.161,0.0,16.443,0.0,17.604,0.0,17.104,0.066,15.899,0.0,15.43,0.069
51.8141489,31.69527602,VizieR,51.814149,31.695276,0.778,0.775,20151441,6,36,1.457,0.136,15.575,0.065,17.032,0.12,16.392,0.063,14.983,0.047,14.221,0.069
51.96662593,31.67439699,VizieR,51.966626,31.674397,0.325,0.257,20151441,2,4,,,,,,,17.066,0.0,15.764,0.0,15.07,0.0
51.96697211,31.68462002,VizieR,51.966972,31.68462,0.965,0.879,20151441,6,36,1.499,0.158,15.768,0.147,17.267,0.059,16.507,0.019,15.106,0.062,14.407,0.074
51.96775794,31.69997001,VizieR,51.967758,31.69997,1.018,0.847,20151441,4,15,1.149,0.312,16.405,0.052,17.554,0.307,17.081,0.025,15.953,0.072,15.592,0.205
51.9604249,31.67834306,VizieR,51.960425,31.678343,0.456,0.553,20180027,7,81,1.171,0.073,13.984,0.052,15.155,0.05,14.551,0.031,13.539,0.045,12.974,0.053
51.96698809,31.68457401,VizieR,51.966988,31.684574,0.969,0.916,20180086,2,18,,,,,,,,,,,,
51.967067,31.68458104,VizieR,51.967067,31.684581,1.266,0.856,20180086,2,16,,,,,,,,,,,,
52.02117801,31.73566198,VizieR,52.021178,31.735662,1.166,0.758,20151441,2,3,,,,,,,17.355,0.086,16.377,0.0,15.427,0.0
52.00500107,31.73213398,VizieR,52.005001,31.732134,0.512,0.482,20180027,7,72,1.161,0.098,14.372,0.07,15.533,0.068,14.972,0.061,13.911,0.029,13.319,0.068
51.96984696,31.74996996,VizieR,51.969847,31.74997,0.872,0.975,20151441,2,5,,,,,,,17.352,0.129,15.771,0.011,14.688,0.0
51.926929,31.73144996,VizieR,51.926929,31.73145,0.273,0.297,20180027,7,95,0.904,0.077,12.538,0.049,13.442,0.059,12.962,0.047,12.218,0.049,11.906,0.061
51.88693595,31.74627805,VizieR,51.886936,31.746278,0.884,0.74,20151441,6,30,1.302,0.097,15.612,0.06,16.914,0.076,16.281,0.05,15.232,0.075,14.654,0.082
51.87373996,31.734043,VizieR,51.87374,31.734043,0.255,0.276,20180027,7,95,1.764,0.073,12.295,0.05,14.06,0.053,13.163,0.048,11.618,0.04,10.824,0.044
51.92567492,31.76278198,VizieR,51.925675,31.762782,1.541,1.171,20151441,2,2,,,,,,,,,,,15.712,0.0
51.91473699,31.77405405,VizieR,51.914737,31.774054,1.122,0.887,20151441,5,18,1.177,0.151,16.165,0.055,17.342,0.141,16.734,0.0,15.558,0.019,14.997,0.09
51.751683,31.69549704,VizieR,51.751683,31.695497,0.159,0.193,20151441,2,3,,,,,,,17.732,0.0,16.249,0.0,15.453,0.106
51.7675159,31.71079504,VizieR,51.767516,31.710795,0.956,1.338,20151441,3,5,,,,,,,17.352,0.0,16.128,0.0,15.416,0.09
51.78278708,31.71109498,VizieR,51.782787,31.711095,0.286,0.22,20180027,7,91,1.552,0.068,13.008,0.053,14.559,0.043,13.761,0.043,12.411,0.043,11.664,0.043
51.80778098,31.75169301,VizieR,51.807781,31.751693,1.126,1.403,20151441,2,3,,,,,,,17.269,0.0,16.231,0.096,,
51.74838591,31.75708997,VizieR,51.748386,31.75709,0.917,1.021,20151441,2,6,,,,,,,17.178,0.017,16.157,0.054,15.563,0.095
51.72035599,31.77387905,VizieR,51.720356,31.773879,0.485,0.53,20151441,6,70,1.055,0.072,14.498,0.053,15.552,0.048,14.997,0.033,14.139,0.057,13.662,0.075
51.74053597,31.75773001,VizieR,51.740536,31.75773,0.363,0.337,20180027,7,82,0.968,0.075,13.849,0.066,14.817,0.034,14.314,0.04,13.482,0.037,13.017,0.048
51.76913905,31.82055104,VizieR,51.769139,31.820551,1.053,0.843,20121557,3,34,1.054,0.0,15.418,0.0,16.472,0.0,15.88,0.0,15.076,0.0,,
51.76923108,31.82059395,VizieR,51.769231,31.820594,0.549,1.013,20151441,5,17,1.044,0.114,15.439,0.039,16.483,0.107,15.891,0.098,15.089,0.084,14.576,0.056
51.77117705,31.79654396,VizieR,51.771177,31.796544,1.039,0.907,20151441,5,21,0.805,0.0,15.914,0.0,16.719,0.0,16.345,0.046,15.369,0.051,14.836,0.084
51.86352611,31.75750995,VizieR,51.863526,31.75751,0.429,0.511,20151441,6,68,1.13,0.071,14.482,0.059,15.612,0.04,15.024,0.029,14.036,0.059,13.513,0.042
51.83924389,31.76763999,VizieR,51.839244,31.76764,0.63,0.521,20151441,6,54,1.677,0.164,14.988,0.07,16.665,0.148,15.783,0.068,14.323,0.064,13.598,0.058
51.83935189,31.79988897,VizieR,51.839352,31.799889,0.567,0.796,20151441,5,38,1.435,0.088,15.222,0.058,16.657,0.066,15.935,0.068,14.589,0.045,13.585,0.039
51.83928394,31.79998398,VizieR,51.839284,31.799984,0.76,0.665,20180087,2,27,,,,,,,,,,,,
51.87918496,31.817963,VizieR,51.879185,31.817963,0.843,1.063,20151441,4,11,,,,,,,17.005,0.049,15.676,0.071,14.989,0.126
51.85504007,31.84449804,VizieR,51.85504,31.844498,0.728,0.607,20151441,6,45,1.26,0.104,15.308,0.068,16.568,0.079,15.9,0.035,14.81,0.029,14.211,0.068
51.83888197,31.88346696,VizieR,51.838882,31.883467,0.477,0.68,20151441,6,41,1.523,0.15,15.154,0.066,16.677,0.135,15.92,0.061,14.54,0.055,13.832,0.068
52.01858807,31.76032805,VizieR,52.018588,31.760328,1.124,0.601,20151441,3,9,,,,,,,16.884,0.142,15.843,0.076,15.224,0.108
52.03525305,31.75883603,VizieR,52.035253,31.758836,0.554,0.538,20180027,7,73,2.0,0.062,14.237,0.04,16.237,0.047,15.256,0.039,13.419,0.048,12.45,0.029
52.06145406,31.79196894,VizieR,52.061454,31.791969,0.339,0.39,20180027,7,93,1.981,0.075,12.724,0.062,14.705,0.042,13.708,0.048,11.959,0.04,11.003,0.044
52.08490109,31.81331396,VizieR,52.084901,31.813314,0.78,0.967,20151441,6,27,1.399,0.071,15.748,0.064,17.147,0.031,16.418,0.064,15.21,0.051,14.673,0.059
52.08499503,31.81326604,VizieR,52.084995,31.813266,1.061,0.938,20180087,2,12,,,,,,,,,,,,
52.07758188,31.83529997,VizieR,52.077582,31.8353,0.404,0.991,20151441,2,6,1.166,0.171,16.391,0.0,17.557,0.171,17.146,0.0,15.993,0.0,14.553,0.114
51.97595692,31.82169998,VizieR,51.975957,31.8217,0.325,0.252,20180026,7,80,2.021,0.093,12.879,0.063,14.901,0.068,13.892,0.04,12.102,0.042,11.19,0.047
52.05765796,31.87834704,VizieR,52.057658,31.878347,0.615,0.579,20151441,6,62,1.252,0.069,14.774,0.036,16.027,0.058,15.428,0.034,14.231,0.045,13.758,0.033
52.00510001,31.87754703,VizieR,52.0051,31.877547,1.06,0.912,20151441,3,11,1.324,0.157,16.205,0.0,17.529,0.157,16.77,0.082,15.586,0.068,14.98,0.121
52.00749397,31.85298002,VizieR,52.007494,31.85298,0.802,0.76,20151441,6,35,1.761,0.0,15.633,0.0,17.394,0.0,16.41,0.094,14.956,0.059,14.192,0.062
52.04473901,31.88601506,VizieR,52.044739,31.886015,1.043,1.014,20151441,2,3,,,,,,,17.315,0.0,15.808,0.0,15.011,0.065
52.12699699,31.86493397,VizieR,52.126997,31.864934,0.594,0.985,20151441,5,22,1.755,0.201,15.484,0.063,17.239,0.191,16.285,0.064,14.837,0.023,14.109,0.071
52.12699604,31.86511898,VizieR,52.126996,31.865119,0.795,0.403,20180087,2,10,,,,,,,,,,,,
52.12720203,31.86510205,VizieR,52.127202,31.865102,1.163,0.39,20180087,2,8,,,,,,,,,,,,
52.16561604,31.87782001,VizieR,52.165616,31.87782,0.983,0.844,20121557,3,25,,,,,16.955,0.0,,,,,,
52.1655581,31.87781596,VizieR,52.165558,31.877816,0.828,0.679,20151441,5,29,1.459,0.064,15.47,0.06,16.929,0.022,16.19,0.081,14.873,0.067,14.139,0.044
52.13196111,31.91892695,VizieR,52.131961,31.918927,1.096,0.584,20151441,6,14,,,,,,,16.538,0.078,15.114,0.079,14.221,0.049
52.14957595,31.91688299,VizieR,52.149576,31.916883,0.571,0.811,20151441,3,8,,,,,,,17.185,0.0,15.61,0.037,14.605,0.086
52.13218808,31.91894805,VizieR,52.132188,31.918948,0.735,1.015,20180086,2,6,,,,,,,,,,,,
52.07168889,31.90361702,VizieR,52.071689,31.903617,0.593,0.835,20151441,6,63,1.259,0.185,14.564,0.089,15.824,0.162,15.209,0.069,14.092,0.064,13.507,0.06
52.11237001,31.91541898,VizieR,52.11237,31.915419,0.688,0.724,20151441,6,40,1.188,0.135,15.453,0.086,16.641,0.104,16.01,0.049,14.996,0.053,14.406,0.084
52.11245489,31.91540694,VizieR,52.112455,31.915407,1.057,0.983,20180087,2,24,,,,,,,,,,,,
52.05556607,31.92473102,VizieR,52.055566,31.924731,0.672,0.624,20151441,6,63,1.068,0.076,14.555,0.034,15.623,0.068,15.068,0.059,14.165,0.041,13.706,0.048
52.06169009,31.91407204,VizieR,52.06169,31.914072,0.236,0.259,20151441,4,40,0.409,0.052,8.988,0.031,9.397,0.042,,,,,8.858,0.028
52.12358308,31.98220801,VizieR,52.123583,31.982208,0.782,1.092,20151441,2,2,,,,,,,,,,,15.092,0.0
51.93230295,31.84998,VizieR,51.932303,31.84998,0.823,0.891,20151441,6,50,1.056,0.095,15.636,0.068,16.692,0.065,16.145,0.016,15.173,0.068,14.662,0.056
51.95419502,31.88654697,VizieR,51.954195,31.886547,1.245,0.527,20151441,4,14,1.357,0.206,16.263,0.089,17.62,0.186,16.911,0.092,15.731,0.072,15.18,0.122
51.9181881,31.93188703,VizieR,51.918188,31.931887,0.718,0.803,20151441,6,38,1.366,0.129,15.541,0.094,16.907,0.089,16.219,0.022,15.044,0.075,14.403,0.062
51.91830993,31.93194306,VizieR,51.91831,31.931943,0.771,0.916,20180085,2,17,,,,,,,,,,,,
51.90504003,31.92856205,VizieR,51.90504,31.928562,0.624,0.887,20121557,2,5,,,,,,,17.332,0.0,16.199,0.0,15.526,0.0
51.96212411,31.95616996,VizieR,51.962124,31.95617,0.528,1.923,20151441,2,4,1.176,0.232,16.781,0.0,17.957,0.232,17.541,0.0,16.424,0.0,,
51.93940496,31.97247696,VizieR,51.939405,31.972477,0.603,0.736,20151441,6,68,0.799,0.068,14.722,0.051,15.52,0.045,15.106,0.053,14.45,0.039,14.085,0.055
51.93943405,31.97252095,VizieR,51.939434,31.972521,0.717,0.702,20180087,2,45,,,,,,,,,,,,
52.03709888,31.94922602,VizieR,52.037099,31.949226,0.778,1.106,20151441,4,10,,,,,,,17.028,0.059,15.846,0.009,15.427,0.026
52.05037498,31.94710696,VizieR,52.050375,31.947107,1.073,0.916,20151441,6,25,1.469,0.123,15.601,0.043,17.07,0.115,16.333,0.067,15.085,0.038,14.301,0.081
52.05024195,31.94702494,VizieR,52.050242,31.947025,1.052,1.279,20180086,2,7,,,,,,,,,,,,
52.09374404,31.98190403,VizieR,52.093744,31.981904,1.08,0.718,20151441,3,7,,,,,,,17.437,0.0,15.974,0.0,15.014,0.052
52.10672092,31.98977196,VizieR,52.106721,31.989772,0.698,1.117,20121557,3,4,,,,,,,,,,,14.828,0.0
52.08586192,32.01215994,VizieR,52.085862,32.01216,0.334,0.31,20151441,6,70,0.833,0.073,11.94,0.058,12.773,0.043,12.32,0.052,11.666,0.056,11.395,0.053
52.10662103,31.98945105,VizieR,52.106621,31.989451,0.504,1.331,20151441,4,9,,,,,,,16.936,0.091,15.522,0.043,14.839,0.01
51.98812199,31.98175204,VizieR,51.988122,31.981752,1.192,1.163,20151441,3,7,,,,,,,17.396,0.031,16.154,0.098,15.579,0.0
52.04809403,32.02751899,VizieR,52.048094,32.027519,0.32,0.326,20151441,6,70,1.203,0.074,12.84,0.063,14.043,0.039,13.426,0.043,12.387,0.047,11.853,0.044
52.04084897,32.03766298,VizieR,52.040849,32.037663,0.757,0.68,20151441,6,62,1.046,0.088,14.866,0.069,15.912,0.055,15.336,0.073,14.485,0.058,14.058,0.085
52.05918407,32.05313301,VizieR,52.059184,32.053133,0.66,0.697,20151441,6,18,1.126,0.0,15.995,0.0,17.121,0.0,16.564,0.026,15.547,0.076,15.003,0.125
52.05939007,32.053285,VizieR,52.05939,32.053285,1.048,0.74,20180086,2,5,,,,,,,,,,,,
52.00764894,32.03624105,VizieR,52.007649,32.036241,0.827,0.644,20151441,6,56,1.014,0.105,15.196,0.064,16.209,0.083,15.728,0.023,14.849,0.043,14.392,0.064
52.0206511,32.04047596,VizieR,52.020651,32.040476,0.577,0.389,20151441,6,66,1.532,0.065,14.044,0.059,15.576,0.027,14.792,0.044,13.473,0.058,12.816,0.049
52.02372408,32.06089497,VizieR,52.023724,32.060895,0.481,0.575,20151441,6,70,1.531,0.091,14.1,0.049,15.631,0.077,14.872,0.03,13.527,0.053,12.879,0.045
52.35629702,31.80554998,VizieR,52.356297,31.80555,0.736,0.865,20151441,6,39,1.155,0.215,15.662,0.125,16.817,0.174,16.28,0.043,15.017,0.059,14.324,0.049
52.31953311,31.83416998,VizieR,52.319533,31.83417,0.501,1.212,20151441,3,8,,,,,,,17.02,0.057,15.888,0.068,15.264,0.1
52.4103291,31.85802996,VizieR,52.410329,31.85803,1.108,0.595,20121557,2,3,,,,,,,17.358,0.0,16.191,0.0,15.528,0.114
52.415663,31.87682295,VizieR,52.415663,31.876823,1.135,0.433,20151441,2,2,,,,,,,,,16.277,0.093,15.627,0.0
52.41585898,31.87772,VizieR,52.415859,31.87772,0.876,0.807,20151441,3,5,,,,,,,17.282,0.141,16.105,0.082,,
52.52983999,31.91731703,VizieR,52.52984,31.917317,0.401,0.477,20151441,7,70,1.393,0.107,14.088,0.084,15.481,0.067,14.796,0.078,13.536,0.059,12.883,0.055
52.49707508,31.89675498,VizieR,52.497075,31.896755,1.229,0.821,20151441,3,9,,,,,,,17.267,0.108,15.812,0.051,15.106,0.072
52.43549705,31.91094196,VizieR,52.435497,31.910942,1.007,0.74,20151441,4,14,1.797,0.194,15.926,0.0,17.723,0.194,16.808,0.056,15.339,0.086,14.448,0.072
52.45869899,31.93324304,VizieR,52.458699,31.933243,0.587,0.703,20151441,7,26,,,,,,,16.352,0.093,14.827,0.033,14.031,0.067
52.27980399,31.87862003,VizieR,52.279804,31.87862,0.122,1.175,20151441,2,4,,,,,,,17.302,0.08,16.019,0.0,14.685,0.061
52.28165197,31.88986802,VizieR,52.281652,31.889868,0.392,0.347,20151441,6,60,0.821,0.083,14.209,0.075,15.029,0.035,14.582,0.058,13.912,0.05,13.616,0.092
52.35231805,31.89284599,VizieR,52.352318,31.892846,0.582,0.466,20151441,6,64,0.939,0.084,14.393,0.059,15.332,0.06,14.847,0.035,14.06,0.078,13.631,0.052
