_RAJ2000,_DEJ2000,_V,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g'mag,e_g'mag,r'mag,e_r'mag,i'mag,e_i'mag
52.97181392,30.58926201,VizieR,52.971814,30.589262,0.262,0.357,20180020,8,66,1.621,0.088,13.742,0.033,15.362,0.081,14.573,0.057,13.097,0.032,12.31,0.055
52.99564695,30.60648406,VizieR,52.995647,30.606484,0.459,0.395,20180020,6,59,1.103,0.051,13.858,0.009,14.961,0.051,14.385,0.037,13.453,0.0,12.961,0.006
52.91326594,30.64825797,VizieR,52.913266,30.648258,0.571,0.687,20121442,6,36,1.593,0.083,15.443,0.065,17.036,0.052,16.227,0.045,14.73,0.026,13.958,0.062
52.91127801,30.68499005,VizieR,52.911278,30.68499,0.623,0.707,20121442,3,7,,,,,,,17.547,0.177,15.784,0.053,14.865,0.152
53.000386,30.61693001,VizieR,53.000386,30.61693,0.228,0.159,20180020,6,65,1.054,0.017,12.43,0.016,13.484,0.008,12.968,0.042,12.067,0.0,11.617,0.022
53.00151992,30.66274297,VizieR,53.00152,30.662743,0.552,0.662,20121442,2,6,,,,,,,16.868,0.044,15.67,0.034,15.024,0.173
52.96192002,30.66403306,VizieR,52.96192,30.664033,0.622,0.583,20180026,8,53,1.784,0.094,14.672,0.043,16.455,0.083,15.557,0.082,14.003,0.044,13.248,0.061
52.93195891,30.68196797,VizieR,52.931959,30.681968,0.128,0.122,20180020,8,70,0.81,0.083,10.182,0.05,10.991,0.067,10.579,0.054,9.963,0.064,9.726,0.07
52.98828197,30.72086096,VizieR,52.988282,30.720861,0.695,0.63,20121442,6,50,1.151,0.067,14.763,0.058,15.914,0.033,15.361,0.095,14.341,0.027,13.787,0.109
52.78474808,30.65819705,VizieR,52.784748,30.658197,0.41,0.54,20121442,4,10,,,,,,,17.223,0.04,15.696,0.04,14.802,0.073
52.92228699,30.76899195,VizieR,52.922287,30.768992,0.945,0.703,20121442,4,12,1.124,0.0,16.157,0.0,17.281,0.0,17.036,0.101,15.375,0.058,14.43,0.052
52.94604397,30.79520202,VizieR,52.946044,30.795202,0.872,1.469,20151441,2,3,,,,,,,,,,,15.293,0.0
52.83603501,30.78708696,VizieR,52.836035,30.787087,0.728,0.628,20121442,7,46,1.249,0.126,15.159,0.017,16.408,0.125,15.791,0.057,14.608,0.084,13.949,0.036
53.05585289,30.73335695,VizieR,53.055853,30.733357,0.61,0.566,20121442,5,39,1.493,0.076,14.826,0.028,16.319,0.07,15.565,0.068,14.229,0.034,13.544,0.054
53.13004208,30.76128399,VizieR,53.130042,30.761284,0.666,0.794,20121442,4,26,1.695,0.019,15.357,0.017,17.052,0.008,16.185,0.022,14.729,0.034,13.908,0.03
53.113904,30.79856205,VizieR,53.113904,30.798562,0.609,0.481,20121442,3,5,,,,,,,17.226,0.0,15.052,0.0,13.807,0.057
53.03825092,30.77420104,VizieR,53.038251,30.774201,0.613,0.653,20121442,4,19,,,,,,,16.368,0.022,14.716,0.037,13.859,0.05
53.0403769,30.78138196,VizieR,53.040377,30.781382,0.532,0.517,20180027,6,39,1.367,0.041,15.005,0.006,16.372,0.041,15.761,0.067,14.418,0.011,13.642,0.023
53.16627407,30.84278703,VizieR,53.166274,30.842787,0.468,0.689,20180020,5,22,1.485,0.062,14.572,0.021,16.057,0.058,15.309,0.023,13.965,0.011,13.23,0.065
53.16628408,30.84272003,VizieR,53.166284,30.84272,0.478,0.383,20180020,3,18,,,,,,,,,,,,
53.1860249,30.93596005,VizieR,53.186025,30.93596,0.416,0.608,20180027,6,34,1.466,0.042,14.645,0.038,16.111,0.017,15.352,0.043,14.075,0.023,12.875,0.053
52.94274712,30.86270404,VizieR,52.942747,30.862704,0.486,0.488,20180025,8,57,1.123,0.092,14.686,0.04,15.81,0.083,15.285,0.065,14.267,0.034,13.811,0.04
52.94277596,30.86263299,VizieR,52.942776,30.862633,0.941,0.833,20180025,2,13,,,,,,,,,,,,
52.99470806,30.90465701,VizieR,52.994708,30.904657,0.621,0.55,20180027,6,47,1.154,0.138,14.779,0.052,15.933,0.128,15.339,0.053,14.341,0.005,13.845,0.054
53.01476502,30.90728605,VizieR,53.014765,30.907286,0.416,0.486,20180027,6,50,1.275,0.046,14.178,0.043,15.453,0.014,14.812,0.051,13.706,0.025,13.016,0.017
53.29265594,30.838287,VizieR,53.292656,30.838287,0.186,0.248,20180027,6,45,1.929,0.032,12.327,0.022,14.256,0.024,13.305,0.069,11.549,0.036,10.654,0.05
53.46341205,31.14881003,VizieR,53.463412,31.14881,0.827,0.857,20121442,3,9,,,,,,,16.74,0.129,15.312,0.054,14.395,0.067
53.48119903,31.16750503,VizieR,53.481199,31.167505,0.265,0.225,20180027,6,43,0.827,0.033,12.663,0.014,13.49,0.03,13.048,0.032,12.437,0.014,12.253,0.035
53.43994403,31.17310297,VizieR,53.439944,31.173103,0.235,0.155,20180027,6,43,0.854,0.047,12.857,0.012,13.711,0.045,13.259,0.033,12.625,0.016,12.404,0.012
53.5032351,31.24048805,VizieR,53.503235,31.240488,0.774,0.778,20180027,7,24,1.324,0.0,14.794,0.0,16.118,0.0,15.389,0.047,14.132,0.033,13.631,0.0
53.37678909,31.18069696,VizieR,53.376789,31.180697,0.528,0.458,20151442,4,20,1.943,0.0,14.725,0.0,16.668,0.0,15.922,0.204,13.94,0.189,12.848,0.206
52.66417193,30.76645398,VizieR,52.664172,30.766454,0.536,0.586,20121442,6,26,,,,,,,16.686,0.099,14.961,0.016,13.919,0.065
52.72613597,30.81085002,VizieR,52.726136,30.81085,0.655,0.796,20121442,5,25,0.966,0.11,15.92,0.052,16.885,0.097,16.341,0.075,15.546,0.026,15.033,0.08
52.72838712,30.83044803,VizieR,52.728387,30.830448,0.827,0.898,20121442,6,16,1.483,0.0,16.248,0.0,17.731,0.0,16.95,0.027,15.695,0.024,14.992,0.01
52.72634292,30.85482895,VizieR,52.726343,30.854829,0.495,0.491,20180027,8,53,1.625,0.113,14.552,0.037,16.177,0.107,15.38,0.042,13.945,0.026,13.261,0.081
52.82954311,30.81294703,VizieR,52.829543,30.812947,0.885,0.781,20121442,4,12,,,,,,,16.772,0.037,15.697,0.04,15.143,0.016
52.82518196,30.79214799,VizieR,52.825182,30.792148,0.471,0.444,20180020,8,63,1.398,0.089,14.344,0.02,15.742,0.087,15.071,0.072,13.824,0.028,13.199,0.047
52.82628012,30.82762396,VizieR,52.82628,30.827624,0.663,0.72,20121442,6,18,2.265,0.24,15.164,0.057,17.429,0.233,16.367,0.246,14.446,0.19,13.489,0.204
52.87093496,30.85065997,VizieR,52.870935,30.85066,0.688,0.703,20121442,7,51,1.082,0.113,14.797,0.019,15.879,0.111,15.374,0.061,14.409,0.037,13.996,0.116
52.87708902,30.87365699,VizieR,52.877089,30.873657,0.436,0.569,20180026,8,60,0.896,0.064,14.503,0.018,15.399,0.061,14.948,0.064,14.176,0.04,13.813,0.078
52.85437298,30.87074101,VizieR,52.854373,30.870741,0.868,0.584,20121442,6,31,1.127,0.093,15.764,0.013,16.891,0.092,16.346,0.07,15.306,0.058,14.725,0.036
52.8635931,30.89415205,VizieR,52.863593,30.894152,0.8,0.647,20121442,7,45,1.204,0.093,15.225,0.051,16.43,0.078,15.837,0.052,14.803,0.034,14.266,0.068
52.85006499,30.88224804,VizieR,52.850065,30.882248,0.534,0.656,20180027,8,52,1.896,0.085,14.659,0.048,16.554,0.07,15.568,0.068,13.994,0.043,13.213,0.055
52.86373091,30.89421701,VizieR,52.863731,30.894217,1.269,0.751,20180087,2,19,,,,,,,,,,,,
52.80265594,30.85558903,VizieR,52.802656,30.855589,0.661,0.839,20121442,6,16,,,,,,,16.507,0.089,15.448,0.06,14.93,0.186
52.85195303,30.91233003,VizieR,52.851953,30.91233,0.358,0.371,20180026,8,59,1.764,0.041,14.085,0.023,15.849,0.033,14.967,0.07,13.44,0.036,12.75,0.071
52.81072307,30.91291106,VizieR,52.810723,30.912911,0.497,0.456,20180020,8,64,1.446,0.067,14.107,0.027,15.553,0.062,14.847,0.078,13.558,0.039,12.934,0.06
52.81133199,30.92764604,VizieR,52.811332,30.927646,0.957,0.937,20121442,4,12,,,,,,,16.865,0.02,15.517,0.033,14.923,0.01
52.82957196,30.92945397,VizieR,52.829572,30.929454,0.953,0.651,20121442,6,30,1.071,0.087,15.511,0.025,16.582,0.084,16.022,0.067,15.058,0.019,14.53,0.082
52.70415497,30.84849203,VizieR,52.704155,30.848492,0.812,0.72,20121442,6,39,1.063,0.078,15.521,0.014,16.584,0.077,16.018,0.058,15.097,0.046,14.607,0.031
52.71707702,30.85899198,VizieR,52.717077,30.858992,0.48,1.249,20151441,3,7,,,,,,,17.19,0.112,15.993,0.028,15.135,0.0
52.58202791,30.85893404,VizieR,52.582028,30.858934,0.587,0.584,20121442,5,10,,,,,,,17.06,0.033,15.643,0.1,14.805,0.184
52.67050004,30.91140902,VizieR,52.6705,30.911409,0.7,0.576,20180025,7,44,1.188,0.104,15.379,0.077,16.567,0.07,15.894,0.083,14.911,0.063,14.415,0.1
52.76339006,30.94056404,VizieR,52.76339,30.940564,1.182,0.745,20151441,2,4,,,,,,,17.109,0.0,16.075,0.0,15.377,0.0
52.71068096,30.93156505,VizieR,52.710681,30.931565,0.678,0.85,20121442,6,23,1.038,0.0,15.951,0.0,16.989,0.0,16.465,0.051,15.448,0.029,14.944,0.106
52.68045998,30.98581004,VizieR,52.68046,30.98581,0.43,0.308,20180020,8,66,0.869,0.067,13.524,0.013,14.393,0.066,13.966,0.07,13.242,0.037,12.939,0.076
52.76510692,30.98477101,VizieR,52.765107,30.984771,0.803,0.843,20151441,4,21,1.231,0.082,15.657,0.017,16.889,0.08,16.243,0.08,15.404,0.03,14.746,0.093
52.716717,30.98987198,VizieR,52.716717,30.989872,0.492,0.656,20180026,7,50,1.166,0.102,14.714,0.04,15.88,0.094,15.285,0.056,14.254,0.039,13.727,0.104
52.91396308,30.87947798,VizieR,52.913963,30.879478,0.325,0.307,20180020,8,73,1.724,0.07,13.081,0.037,14.805,0.059,13.957,0.068,12.437,0.038,11.726,0.064
52.93454289,30.91408801,VizieR,52.934543,30.914088,1.019,0.838,20121442,2,5,,,,,,,17.393,0.087,16.373,0.026,15.695,0.0
52.97416711,30.93113899,VizieR,52.974167,30.931139,0.175,0.287,20180020,8,72,1.848,0.068,12.219,0.039,14.067,0.055,13.152,0.061,11.522,0.038,10.7,0.049
52.98928189,30.95246506,VizieR,52.989282,30.952465,1.834,0.883,20121442,2,2,,,,,,,,,,,14.809,0.0
52.9225719,30.94381201,VizieR,52.922572,30.943812,0.692,0.831,20121442,6,14,,,,,,,16.765,0.066,15.754,0.036,15.167,0.03
52.94300294,30.94309795,VizieR,52.943003,30.943098,0.244,0.225,20180020,8,75,0.697,0.058,12.304,0.027,13.001,0.052,12.648,0.062,12.125,0.033,11.884,0.065
52.8635869,30.92751002,VizieR,52.863587,30.92751,0.367,0.249,20180020,8,69,2.091,0.091,12.393,0.043,14.485,0.08,13.432,0.066,11.587,0.035,10.479,0.08
52.94022107,31.00002801,VizieR,52.940221,31.000028,0.395,0.238,20180020,8,69,1.765,0.083,13.475,0.044,15.24,0.07,14.367,0.069,12.782,0.033,11.968,0.068
53.009655,30.97401404,VizieR,53.009655,30.974014,0.953,0.872,20121442,4,16,,,,,,,17.055,0.023,14.951,0.071,13.913,0.016
52.98215604,30.97589505,VizieR,52.982156,30.975895,0.722,0.643,20180026,7,50,1.501,0.03,14.907,0.02,16.408,0.022,15.675,0.067,14.309,0.028,13.631,0.062
53.00788307,30.999228,VizieR,53.007883,30.999228,0.829,0.749,20121442,5,25,1.266,0.034,15.671,0.028,16.937,0.019,16.308,0.035,15.182,0.052,14.631,0.025
53.01419592,31.00889003,VizieR,53.014196,31.00889,0.504,0.835,20121442,2,4,,,,,,,17.49,0.0,15.8,0.0,14.986,0.0
52.9769299,31.01659,VizieR,52.97693,31.01659,0.379,0.495,20180027,3,38,,,,,,,,,,,,
52.9769361,31.01659799,VizieR,52.976936,31.016598,0.334,0.711,20180027,7,44,1.276,0.085,14.134,0.036,15.41,0.077,14.771,0.059,13.687,0.034,13.176,0.055
52.95000911,31.00953996,VizieR,52.950009,31.00954,0.431,0.4,20180025,8,55,1.358,0.1,14.516,0.027,15.874,0.096,15.191,0.048,14.06,0.041,13.49,0.051
52.99771309,31.09337497,VizieR,52.997713,31.093375,0.495,0.5,20180026,6,51,1.276,0.088,14.335,0.023,15.611,0.085,14.989,0.046,13.845,0.019,13.336,0.028
52.83133101,31.00436199,VizieR,52.831331,31.004362,0.939,0.847,20151441,4,10,,,,,,,16.536,0.0,15.648,0.076,15.033,0.0
52.79242301,30.99453104,VizieR,52.792423,30.994531,0.626,0.473,20121442,7,26,1.471,0.0,15.659,0.0,17.13,0.0,16.337,0.05,14.95,0.033,13.824,0.058
52.8112781,31.01262498,VizieR,52.811278,31.012625,0.304,0.238,20180027,8,66,0.999,0.085,13.462,0.03,14.461,0.079,13.948,0.066,13.111,0.037,12.736,0.074
52.87334394,31.02670395,VizieR,52.873344,31.026704,0.388,0.342,20180020,8,64,1.617,0.079,13.918,0.027,15.535,0.074,14.717,0.068,13.367,0.041,12.762,0.066
52.77935505,31.02525902,VizieR,52.779355,31.025259,0.912,0.843,20121442,6,30,1.307,0.195,15.684,0.105,16.991,0.165,16.272,0.068,15.181,0.029,14.7,0.109
52.76251507,31.03083301,VizieR,52.762515,31.030833,1.103,1.013,20151441,4,9,,,,,,,16.699,0.101,15.771,0.0,15.436,0.0
52.77360702,31.06342006,VizieR,52.773607,31.06342,0.803,0.934,20121442,6,26,1.244,0.046,15.793,0.046,17.038,0.0,16.444,0.081,15.253,0.071,14.77,0.096
52.81939292,31.06228006,VizieR,52.819393,31.06228,0.878,0.635,20121442,4,16,1.472,0.165,15.551,0.011,17.024,0.165,16.238,0.044,14.93,0.033,14.37,0.073
52.82746696,31.04477096,VizieR,52.827467,31.044771,0.684,0.803,20121442,5,18,,,,,,,16.661,0.038,15.115,0.006,14.228,0.081
52.81961489,31.06235301,VizieR,52.819615,31.062353,0.639,0.911,20180087,2,16,,,,,,,,,,,,
52.79787493,31.07338905,VizieR,52.797875,31.073389,0.751,0.765,20180025,8,46,1.383,0.043,15.307,0.037,16.69,0.023,15.999,0.06,14.827,0.051,14.292,0.07
52.91085792,31.08973897,VizieR,52.910858,31.089739,0.245,0.286,20180020,8,75,2.108,0.077,11.4,0.041,13.509,0.065,12.476,0.058,10.56,0.069,9.574,0.092
52.98903203,31.12732399,VizieR,52.989032,31.127324,0.767,0.606,20121442,6,45,0.996,0.042,14.767,0.013,15.763,0.04,15.293,0.051,14.391,0.036,13.956,0.097
52.88251996,31.11618996,VizieR,52.88252,31.11619,1.056,0.953,20121442,2,4,,,,,,,17.158,0.029,16.039,0.03,,
52.83137298,31.12074602,VizieR,52.831373,31.120746,0.873,1.022,20121442,6,25,1.003,0.099,15.686,0.046,16.689,0.087,16.194,0.02,15.298,0.091,14.936,0.029
52.84358406,31.12708795,VizieR,52.843584,31.127088,0.368,0.43,20180020,8,66,0.99,0.076,13.964,0.028,14.954,0.07,14.464,0.063,13.622,0.04,13.231,0.065
52.90829611,31.19481802,VizieR,52.908296,31.194818,0.723,0.612,20121442,7,46,1.117,0.157,15.234,0.009,16.351,0.157,15.839,0.102,14.896,0.044,14.371,0.057
52.62759209,30.94852805,VizieR,52.627592,30.948528,0.997,0.821,20121442,6,17,1.219,0.18,16.11,0.172,17.33,0.053,16.827,0.046,15.766,0.075,15.231,0.0
52.60597801,30.97815704,VizieR,52.605978,30.978157,0.286,0.234,20180020,7,110,1.065,0.089,12.241,0.023,13.305,0.086,12.773,0.065,11.855,0.027,11.377,0.049
52.51581907,30.92805803,VizieR,52.515819,30.928058,0.736,0.635,20121442,6,58,2.058,0.177,14.69,0.04,16.748,0.172,15.699,0.059,13.92,0.036,12.997,0.041
52.5158639,30.92803299,VizieR,52.515864,30.928033,0.705,0.614,20180080,2,45,,,,,,,,,,,,
52.53723311,30.96572399,VizieR,52.537233,30.965724,0.733,1.171,20151441,2,5,,,,,,,17.223,0.212,16.219,0.098,15.976,0.0
52.50063705,30.96007001,VizieR,52.500637,30.96007,0.78,0.635,20180027,7,78,1.284,0.108,14.861,0.045,16.145,0.098,15.491,0.075,14.387,0.03,13.812,0.089
52.61349702,31.000247,VizieR,52.613497,31.000247,0.559,0.604,20180027,7,67,1.176,0.079,14.825,0.048,16.002,0.063,15.408,0.072,14.387,0.037,13.882,0.082
52.60613894,31.01269305,VizieR,52.606139,31.012693,0.652,1.06,20121442,2,6,1.475,0.272,16.622,0.0,18.097,0.272,17.417,0.072,16.176,0.092,,
52.60820508,31.03815901,VizieR,52.608205,31.038159,0.555,0.669,20180027,6,52,1.765,0.171,14.464,0.019,16.229,0.17,15.416,0.046,13.702,0.029,12.718,0.044
52.60825706,31.03815997,VizieR,52.608257,31.03816,0.659,0.669,20180027,3,56,,,,,,,,,,,,
52.60826302,31.038185,VizieR,52.608263,31.038185,0.635,0.703,20180027,3,57,,,,,,,,,,,,
52.61611104,31.06185603,VizieR,52.616111,31.061856,0.391,0.38,20180020,7,104,1.624,0.07,12.972,0.025,14.596,0.066,13.789,0.061,12.366,0.018,11.677,0.051
52.6121881,31.06898797,VizieR,52.612188,31.068988,0.442,0.418,20180027,7,100,1.14,0.094,13.253,0.022,14.393,0.091,13.831,0.069,12.823,0.03,12.289,0.06
52.63632798,31.05430198,VizieR,52.636328,31.054302,0.923,0.842,20121442,6,56,1.223,0.154,15.216,0.136,16.439,0.072,15.836,0.089,14.893,0.059,14.329,0.022
52.67518497,31.09142697,VizieR,52.675185,31.091427,1.0,0.68,20121442,5,18,1.372,0.0,16.025,0.0,17.397,0.0,16.706,0.039,15.411,0.021,14.918,0.063
52.64908504,31.11983705,VizieR,52.649085,31.119837,0.735,0.726,20121442,6,47,1.044,0.125,15.337,0.051,16.381,0.114,15.851,0.094,14.901,0.044,14.44,0.075
52.63138604,31.11030602,VizieR,52.631386,31.110306,0.307,0.311,20180020,7,101,0.674,0.097,10.988,0.046,11.662,0.085,11.335,0.074,10.866,0.043,10.724,0.063
52.65097904,31.094414,VizieR,52.650979,31.094414,0.291,0.31,20180020,7,88,0.795,0.101,11.978,0.027,12.773,0.097,12.366,0.078,11.732,0.045,11.44,0.067
52.48235011,30.97624195,VizieR,52.48235,30.976242,0.209,0.24,20180020,7,110,0.772,0.092,11.024,0.046,11.796,0.079,11.424,0.069,10.836,0.052,10.558,0.064
52.47344303,30.99778998,VizieR,52.473443,30.99779,0.862,0.831,20121442,6,42,1.102,0.194,15.405,0.049,16.507,0.188,15.896,0.105,14.996,0.048,14.567,0.076
52.46201205,31.010674,VizieR,52.462012,31.010674,0.245,0.199,20180020,7,110,0.627,0.088,10.963,0.034,11.59,0.081,11.279,0.074,10.832,0.052,10.688,0.064
52.50834703,31.01091301,VizieR,52.508347,31.010913,0.776,0.528,20121442,2,5,,,,,,,17.115,0.022,16.085,0.105,15.603,0.0
52.5326519,31.01796997,VizieR,52.532652,31.01797,0.97,0.873,20121442,6,50,1.165,0.088,15.592,0.019,16.756,0.086,16.078,0.061,15.221,0.034,14.687,0.055
52.516644,31.01144099,VizieR,52.516644,31.011441,0.481,0.44,20180020,7,92,1.125,0.102,14.215,0.012,15.339,0.101,14.798,0.068,13.78,0.041,13.252,0.059
52.53267002,31.01803803,VizieR,52.53267,31.018038,1.03,0.832,20180080,2,27,,,,,,,,,,,,
52.53270292,31.01795805,VizieR,52.532703,31.017958,1.134,0.926,20180080,2,33,,,,,,,,,,,,
52.5219121,31.06243896,VizieR,52.521912,31.062439,0.642,0.638,20180026,7,83,1.154,0.054,14.654,0.021,15.808,0.05,15.239,0.069,14.238,0.033,13.684,0.046
52.40152407,31.02773201,VizieR,52.401524,31.027732,0.841,0.613,20121442,4,11,,,,,,,17.023,0.117,15.838,0.063,15.184,0.086
52.55884504,31.04623497,VizieR,52.558845,31.046235,1.256,1.038,20121442,6,23,1.529,0.0,15.829,0.0,17.358,0.0,16.66,0.045,15.29,0.079,14.677,0.042
52.59309793,31.07373202,VizieR,52.593098,31.073732,0.742,0.532,20121442,6,38,1.124,0.168,15.538,0.081,16.662,0.147,16.051,0.075,15.094,0.036,14.636,0.089
52.5444169,31.08711505,VizieR,52.544417,31.087115,1.468,1.329,20151441,3,5,,,,,,,16.97,0.0,16.005,0.0,15.32,0.026
52.62540603,31.10572302,VizieR,52.625406,31.105723,0.664,0.799,20180025,7,66,1.554,0.154,13.464,0.006,15.018,0.154,14.297,0.075,12.88,0.016,12.239,0.09
52.62552691,31.10585797,VizieR,52.625527,31.105858,0.905,0.715,20180025,2,12,,,,,,,,,,,,
52.62565207,31.10595,VizieR,52.625652,31.10595,1.246,1.09,20180025,2,6,,,,,,,14.683,0.009,,,,
52.57472301,31.11627996,VizieR,52.574723,31.11628,0.337,0.309,20180020,7,102,1.002,0.077,9.868,0.044,10.871,0.064,10.383,0.096,9.588,0.06,9.288,0.059
52.59046507,31.16125,VizieR,52.590465,31.16125,0.412,0.902,20121442,2,4,,,,,,,17.393,0.034,16.038,0.0,,
52.58148599,31.17500103,VizieR,52.581486,31.175001,0.661,1.047,20151441,4,11,,,,,,,16.912,0.063,15.527,0.072,14.838,0.127
52.73269296,31.04990494,VizieR,52.732693,31.049905,0.849,0.728,20121442,3,9,,,,,,,17.09,0.059,15.663,0.037,15.054,0.017
52.73910499,31.06312895,VizieR,52.739105,31.063129,0.24,0.288,20180020,8,73,0.943,0.077,12.761,0.021,13.703,0.074,13.202,0.067,12.492,0.033,12.255,0.064
52.739326,31.07937598,VizieR,52.739326,31.079376,0.851,0.567,20151441,2,3,,,,,,,16.934,0.06,16.177,0.112,,
52.74035311,31.07969606,VizieR,52.740353,31.079696,0.018,0.476,20151441,2,2,,,,,,,16.923,0.0,,,15.863,0.149
52.71631098,31.08123195,VizieR,52.716311,31.081232,0.677,0.897,20121442,7,35,1.591,0.122,15.272,0.049,16.862,0.112,16.073,0.053,14.666,0.035,14.06,0.091
52.71639204,31.08131897,VizieR,52.716392,31.081319,0.784,0.678,20180087,2,20,,,,,,,,,,,,
52.73460603,31.112818,VizieR,52.734606,31.112818,0.31,0.331,20180027,8,61,1.166,0.078,14.122,0.039,15.288,0.067,14.715,0.063,13.703,0.032,13.363,0.077
52.70752406,31.11212301,VizieR,52.707524,31.112123,0.889,0.836,20121442,6,28,1.462,0.278,15.687,0.022,17.149,0.278,16.449,0.071,15.046,0.02,14.416,0.044
52.7466681,31.14991999,VizieR,52.746668,31.14992,0.972,0.889,20121442,4,15,1.71,0.0,15.986,0.0,17.696,0.0,16.909,0.157,15.434,0.034,14.713,0.092
52.75441694,31.15433395,VizieR,52.754417,31.154334,1.19,0.863,20121442,3,4,,,,,,,17.085,0.0,16.038,0.047,15.79,0.131
52.75482512,31.15487099,VizieR,52.754825,31.154871,0.823,0.672,20121442,3,3,,,,,,,17.098,0.0,16.16,0.0,,
52.71681499,31.17616403,VizieR,52.716815,31.176164,0.941,0.651,20151441,3,7,,,,,,,17.034,0.122,15.941,0.06,14.971,0.0
52.79480505,31.17033899,VizieR,52.794805,31.170339,0.456,1.11,20121442,4,9,1.31,0.063,14.994,0.017,16.304,0.061,15.72,0.0,14.592,0.006,14.064,0.0
52.84959006,31.19626105,VizieR,52.84959,31.196261,1.176,0.59,20151441,3,6,,,,,,,16.676,0.112,15.771,0.071,15.27,0.023
52.78383994,31.18123496,VizieR,52.78384,31.181235,0.225,0.172,20180020,8,73,1.52,0.084,10.592,0.039,12.113,0.074,11.362,0.06,10.066,0.066,9.439,0.088
52.791363,31.19687402,VizieR,52.791363,31.196874,0.217,0.152,20180020,8,73,1.252,0.077,11.962,0.031,13.214,0.07,12.633,0.059,11.458,0.037,10.98,0.062
52.80785203,31.24370003,VizieR,52.807852,31.2437,0.752,1.246,20121442,4,9,,,,,,,16.683,0.037,15.736,0.061,15.07,0.164
52.80804801,31.25666404,VizieR,52.808048,31.256664,0.285,1.347,20151441,2,2,,,,,,,,,,,15.276,0.016
52.8082521,31.24364698,VizieR,52.808252,31.243647,0.542,0.528,20151441,2,3,1.095,0.0,16.075,0.0,17.17,0.0,16.784,0.049,,,,
52.79335904,31.264884,VizieR,52.793359,31.264884,0.508,0.386,20180020,10,63,1.451,0.108,14.211,0.023,15.662,0.105,14.95,0.075,13.678,0.032,13.079,0.037
52.8200829,31.27641106,VizieR,52.820083,31.276411,0.484,0.443,20180027,10,72,1.74,0.073,13.661,0.036,15.402,0.064,14.555,0.078,12.997,0.045,12.265,0.053
52.64167809,31.15821898,VizieR,52.641678,31.158219,0.784,0.609,20121442,6,42,1.412,0.132,15.164,0.074,16.576,0.11,15.912,0.052,14.664,0.061,14.178,0.081
52.608531,31.16474795,VizieR,52.608531,31.164748,0.807,0.694,20121442,5,19,1.149,0.238,15.967,0.055,17.116,0.231,16.573,0.076,15.494,0.059,15.013,0.047
52.63840008,31.16459298,VizieR,52.6384,31.164593,0.94,0.774,20121442,5,23,1.172,0.113,15.413,0.071,16.585,0.087,15.959,0.102,14.949,0.064,14.457,0.092
52.63826489,31.16459894,VizieR,52.638265,31.164599,0.988,0.889,20180087,2,25,,,,,,,,,,,,
52.66679692,31.25718105,VizieR,52.666797,31.257181,0.904,0.779,20121442,7,32,1.383,0.104,15.557,0.074,16.94,0.073,16.27,0.096,15.05,0.059,14.417,0.052
52.619771,31.25170696,VizieR,52.619771,31.251707,1.013,1.132,20151441,6,23,1.736,0.0,15.744,0.0,17.48,0.0,16.547,0.076,15.204,0.009,14.58,0.092
52.6523211,31.29467499,VizieR,52.652321,31.294675,0.613,0.563,20180020,10,102,0.934,0.081,12.363,0.045,13.297,0.068,12.828,0.07,12.061,0.054,11.704,0.061
52.73695588,31.23792803,VizieR,52.736956,31.237928,0.92,0.795,20121442,5,20,1.039,0.049,15.806,0.048,16.845,0.013,16.264,0.04,15.423,0.056,14.982,0.221
52.73183489,31.23008299,VizieR,52.731835,31.230083,0.813,0.596,20151441,4,12,,,,,17.103,0.0,16.303,0.0,14.999,0.0,14.36,0.0
52.73199701,31.23042798,VizieR,52.731997,31.230428,0.892,1.263,20151441,2,5,,,15.435,0.0,,,15.999,0.0,14.923,0.0,14.368,0.073
52.7057879,31.24784803,VizieR,52.705788,31.247848,0.997,1.042,20121442,3,7,,,,,,,17.27,0.124,16.192,0.094,15.597,0.0
52.74349403,31.28353596,VizieR,52.743494,31.283536,0.488,0.414,20180020,10,72,1.721,0.08,13.865,0.026,15.586,0.075,14.742,0.077,13.249,0.039,12.549,0.063
52.773844,31.26463997,VizieR,52.773844,31.26464,0.674,0.656,20121442,9,57,1.205,0.124,14.865,0.057,16.07,0.11,15.464,0.101,14.463,0.049,14.026,0.075
52.76731205,31.275527,VizieR,52.767312,31.275527,0.471,0.425,20180020,10,79,0.949,0.066,13.433,0.031,14.382,0.059,13.917,0.076,13.125,0.049,12.782,0.058
52.75104904,31.30913496,VizieR,52.751049,31.309135,0.448,0.408,20180027,10,75,0.922,0.098,13.742,0.062,14.664,0.076,14.214,0.059,13.458,0.082,13.096,0.075
52.7677269,31.29702497,VizieR,52.767727,31.297025,0.566,0.497,20180027,10,75,1.075,0.103,14.176,0.064,15.251,0.081,14.706,0.073,13.8,0.071,13.411,0.055
52.76400709,31.32048702,VizieR,52.764007,31.320487,0.355,0.304,20180027,10,80,0.974,0.077,11.422,0.051,12.395,0.058,11.906,0.064,11.103,0.072,10.858,0.056
52.68424296,31.29125905,VizieR,52.684243,31.291259,0.881,0.944,20121442,9,54,0.943,0.158,15.517,0.108,16.46,0.115,15.947,0.064,15.11,0.083,14.655,0.065
